HOUR,COUNTY_DESC,REPORT_TYPE,COUNT
22,Talbot,Fatal Crash,2
22,Talbot,Injury Crash,31
22,Talbot,Property Damage Crash,109
22,Washington,Fatal Crash,5
22,Washington,Injury Crash,144
22,Washington,Property Damage Crash,377
22,Wicomico,Fatal Crash,5
22,Wicomico,Injury Crash,119
22,Wicomico,Property Damage Crash,312
22,Worcester,Fatal Crash,5
22,Worcester,Injury Crash,100
22,Worcester,Property Damage Crash,283
23,Allegany,Fatal Crash,1
23,Allegany,Injury Crash,36
23,Allegany,Property Damage Crash,91
23,Anne Arundel,Fatal Crash,7
23,Anne Arundel,Injury Crash,439
23,Anne Arundel,Property Damage Crash,1376
23,Baltimore,Fatal Crash,23
23,Baltimore,Injury Crash,817
23,Baltimore,Property Damage Crash,3140
23,Baltimore City,Fatal Crash,6
23,Baltimore City,Injury Crash,1277
23,Baltimore City,Property Damage Crash,3587
23,Calvert,Fatal Crash,1
23,Calvert,Injury Crash,45
23,Calvert,Property Damage Crash,156
23,Caroline,Fatal Crash,1
23,Caroline,Injury Crash,21
23,Caroline,Property Damage Crash,83
23,Carroll,Fatal Crash,2
23,Carroll,Injury Crash,67
23,Carroll,Property Damage Crash,250
23,Cecil,Fatal Crash,3
23,Cecil,Injury Crash,72
23,Cecil,Property Damage Crash,267
23,Charles,Fatal Crash,12
23,Charles,Injury Crash,126
23,Charles,Property Damage Crash,427
23,Dorchester,Injury Crash,28
23,Dorchester,Property Damage Crash,77
23,Frederick,Fatal Crash,7
23,Frederick,Injury Crash,146
23,Frederick,Property Damage Crash,428
23,Garrett,Fatal Crash,1
23,Garrett,Injury Crash,41
23,Garrett,Property Damage Crash,66
23,Harford,Fatal Crash,3
23,Harford,Injury Crash,126
23,Harford,Property Damage Crash,392
23,Howard,Fatal Crash,10
23,Howard,Injury Crash,162
23,Howard,Property Damage Crash,561
23,Kent,Injury Crash,6
23,Kent,Property Damage Crash,36
23,Montgomery,Fatal Crash,16
23,Montgomery,Injury Crash,547
23,Montgomery,Property Damage Crash,1480
23,Prince Georges,Fatal Crash,50
23,Prince Georges,Injury Crash,963
23,Prince Georges,Property Damage Crash,3261
23,Queen Annes,Fatal Crash,1
23,Queen Annes,Injury Crash,36
23,Queen Annes,Property Damage Crash,141
23,Somerset,Injury Crash,13
23,Somerset,Property Damage Crash,43
23,St. Marys,Fatal Crash,3
23,St. Marys,Injury Crash,88
23,St. Marys,Property Damage Crash,208
23,Talbot,Fatal Crash,2
23,Talbot,Injury Crash,35
23,Talbot,Property Damage Crash,82
23,Washington,Injury Crash,106
23,Washington,Property Damage Crash,342
23,Wicomico,Fatal Crash,5
23,Wicomico,Injury Crash,76
23,Wicomico,Property Damage Crash,243
23,Worcester,Fatal Crash,5
23,Worcester,Injury Crash,101
23,Worcester,Property Damage Crash,266
